gene_id,symbol,log2FoldChange_in_KD,padj,direction,log2FoldChange_for_signature
ENSG00000228794.8,LINC01128,-0.5945253018429837,0.05420352066275408,up,0.5945253018429837
ENSG00000187634.11,SAMD11,-0.6431572933137882,0.04224694709203014,up,0.6431572933137882
ENSG00000188976.10,NOC2L,0.7412529158517566,0.005097409261913255,down,-0.7412529158517566
ENSG00000189339.11,SLC35E2B,-0.5024388078158475,0.08325648954563471,up,0.5024388078158475
ENSG00000008128.22,CDK11A,0.9720722101868711,0.02091084837654359,down,-0.9720722101868711
ENSG00000157916.19,RER1,-0.5081831974585632,9.217888965089826e-4,up,0.5081831974585632
ENSG00000074800.13,ENO1,0.6372481196619428,7.222770656738892e-5,down,-0.6372481196619428
ENSG00000178585.14,CTNNBIP1,-0.7882584294781372,8.198284973936178e-4,up,0.7882584294781372
ENSG00000142657.20,PGD,0.5553029805072525,5.360557664210605e-4,down,-0.5553029805072525
ENSG00000116663.10,FBXO6,-0.8433855634381117,0.022893831167769465,up,0.8433855634381117
ENSG00000116685.15,KIAA2013,-0.9043757288823885,1.9836191918255598e-4,up,0.9043757288823885
ENSG00000175147.11,TMEM51-AS1,-4.424663881678356,0.006192206571299469,up,4.424663881678356
ENSG00000132881.11,RSG1,-1.4066801615791613,0.03162197625014704,up,1.4066801615791613
ENSG00000037637.10,FBXO42,-0.7690332028061042,0.002457945515594794,up,0.7690332028061042
ENSG00000080947.14,CROCCP3,-2.3701317738814516,0.023802090043642216,up,2.3701317738814516
ENSG00000261135.1,RP4-798A10.7,-1.2117205299054306,0.039915173161651475,up,1.2117205299054306
ENSG00000117118.9,SDHB,0.7012947160068728,2.056256876965445e-7,down,-0.7012947160068728
ENSG00000142619.4,PADI3,0.5372339908117185,0.10214059370329097,down,-0.5372339908117185
ENSG00000127481.14,UBR4,0.623575452478302,8.116161379868486e-4,down,-0.623575452478302
ENSG00000169641.13,LUZP1,0.8625104842431555,3.8726442310389985e-4,down,-0.8625104842431555
ENSG00000011007.12,ELOA,0.659706069161218,1.4500114476616438e-4,down,-0.659706069161218
ENSG00000189266.11,PNRC2,-0.6558932323803343,1.461287556177662e-8,up,0.6558932323803343
ENSG00000133226.16,SRRM1,0.5803432391336466,0.011236523512846996,down,-0.5803432391336466
ENSG00000117640.17,MTFR1L,-0.701450950910547,0.0021339661752763123,up,0.701450950910547
ENSG00000130695.14,CEP85,0.5692876737539171,0.020452990263899705,down,-0.5692876737539171
ENSG00000197989.13,SNHG12,0.96019356827725,2.643661923803674e-4,down,-0.96019356827725
ENSG00000184007.18,PTP4A2,-0.9299432110743426,1.6493247698557716e-13,up,0.9299432110743426
ENSG00000121774.17,KHDRBS1,0.7039686952730121,4.5475940554477143e-4,down,-0.7039686952730121
ENSG00000084652.15,TXLNA,0.5476504343904433,0.004005756765851042,down,-0.5476504343904433
ENSG00000175130.6,MARCKSL1,-1.3257898993814055,1.0341843690039967e-13,up,1.3257898993814055
ENSG00000121900.18,TMEM54,-0.5740016073853067,0.03152191820525162,up,0.5740016073853067
ENSG00000134686.18,PHC2,-0.6320344814450677,0.007764926834234893,up,0.6320344814450677
ENSG00000197056.9,ZMYM1,1.0574149773951687,5.568080362168292e-5,down,-1.0574149773951687
ENSG00000116560.10,SFPQ,1.117868733587274,1.9471343351611842e-5,down,-1.117868733587274
ENSG00000054118.13,THRAP3,0.8998112119929306,0.00177940978140672,down,-0.8998112119929306
ENSG00000181817.5,LSM10,-0.9266726179116169,1.4287740450406664e-6,up,0.9266726179116169
ENSG00000163877.10,SNIP1,0.7623089934783644,0.005711864731409233,down,-0.7623089934783644
ENSG00000134697.12,GNL2,1.1319170708215456,1.6642983236922907e-6,down,-1.1319170708215456
ENSG00000197982.13,C1orf122,-0.7636883009661665,6.889672066698955e-4,up,0.7636883009661665
ENSG00000183520.11,UTP11,0.6604662964983903,5.286094072902515e-5,down,-0.6604662964983903
ENSG00000090621.13,PABPC4,1.1151078063561781,1.8767431208463436e-9,down,-1.1151078063561781
ENSG00000131236.16,CAP1,0.5771062056163682,5.155331873977879e-4,down,-0.5771062056163682
ENSG00000179862.6,CITED4,-0.6231289976603888,0.030818659404446863,up,0.6231289976603888
ENSG00000204060.6,FOXO6,-0.8229729689187962,0.04435160252388836,up,0.8229729689187962
ENSG00000127124.14,HIVEP3,-0.5960706658688911,0.09327988267082825,up,0.5960706658688911
ENSG00000187147.17,RNF220,-0.5322804834258825,0.011180659164439066,up,0.5322804834258825
ENSG00000142945.12,KIF2C,0.5213286181500055,0.07113470064192648,down,-0.5213286181500055
ENSG00000117461.14,PIK3R3,0.5201654544828571,0.03772408948088431,down,-0.5201654544828571
ENSG00000157077.14,ZFYVE9,-0.762630465794699,0.0051123467768002554,up,0.762630465794699
ENSG00000085840.12,ORC1,1.017351336115746,0.0029586972238669204,down,-1.017351336115746
ENSG00000157216.15,SSBP3,-0.7275276002682535,4.616634149251842e-4,up,0.7275276002682535
ENSG00000177606.6,JUN,0.6430872906257634,1.7524606318805204e-4,down,-0.6430872906257634
ENSG00000162599.15,NFIA,-1.0147695946029676,8.060430990386041e-4,up,1.0147695946029676
ENSG00000162607.12,USP1,-0.5032779958977961,0.006228000432260007,up,0.5032779958977961
ENSG00000088035.15,ALG6,0.895734345487887,0.002812164638912274,down,-0.895734345487887
ENSG00000158966.13,CACHD1,-0.7462296601092742,0.05487577097076929,up,0.7462296601092742
ENSG00000066557.5,LRRC40,0.8909465537939247,0.0028385849640554387,down,-0.8909465537939247
ENSG00000132485.13,ZRANB2,0.5582164955985083,0.0011060220815292772,down,-0.5582164955985083
ENSG00000162623.15,TYW3,-0.5253981797911043,0.016722114180751684,up,0.5253981797911043
ENSG00000142892.14,PIGK,0.7314628064538234,1.4709764940313316e-4,down,-0.7314628064538234
ENSG00000162613.16,FUBP1,0.8142968453978034,5.88230760066464e-4,down,-0.8142968453978034
ENSG00000117133.10,RPF1,0.7367413000945494,0.0011513205938504325,down,-0.7367413000945494
ENSG00000142871.16,CYR61,-0.8940521444849681,4.877712577899908e-8,up,0.8940521444849681
ENSG00000162664.16,ZNF326,0.7170983169716164,0.0014236346538673006,down,-0.7170983169716164
ENSG00000122406.12,RPL5,0.6483436021349083,3.807612931282777e-8,down,-0.6483436021349083
ENSG00000117505.12,DR1,-0.9471062752352526,5.110985393947799e-8,up,0.9471062752352526
ENSG00000067334.13,DNTTIP2,0.8022456626612455,3.292947912462936e-4,down,-0.8022456626612455
ENSG00000162688.16,AGL,0.5741099828386093,0.017760327079899288,down,-0.5741099828386093
ENSG00000116266.10,STXBP3,0.5953495972029212,3.0346037486038288e-5,down,-0.5953495972029212
ENSG00000121957.12,GPSM2,-0.7956340750024823,1.3475089016028522e-7,up,0.7956340750024823
ENSG00000085433.15,WDR47,0.5465996359462584,0.0115608693268644,down,-0.5465996359462584
ENSG00000197780.9,TAF13,0.5081818086498298,0.024942255984326585,down,-0.5081818086498298
ENSG00000197852.9,FAM212B,-0.8179279275322618,0.013040125521830339,up,0.8179279275322618
ENSG00000064703.11,DDX20,0.8175708090591035,1.644696798851627e-5,down,-0.8175708090591035
ENSG00000155363.18,MOV10,0.788541055735159,3.361310772232437e-4,down,-0.788541055735159
ENSG00000155380.11,SLC16A1,0.6587579650422262,2.346408567140677e-6,down,-0.6587579650422262
ENSG00000116793.15,PHTF1,-0.8928392859932075,1.5033026245870387e-5,up,0.8928392859932075
ENSG00000163349.21,HIPK1,-0.5870381093869856,1.2743223168135755e-7,up,0.5870381093869856
ENSG00000052723.11,SIKE1,-0.5151447125479719,1.0016823052233553e-4,up,0.5151447125479719
ENSG00000173218.14,VANGL1,-0.6501177046306328,9.412572449874202e-8,up,0.6501177046306328
ENSG00000143061.17,IGSF3,-0.5748554158066341,2.3266587747167708e-7,up,0.5748554158066341
ENSG00000116830.11,TTF2,0.7228723151419767,4.685579503653439e-4,down,-0.7228723151419767
ENSG00000198162.12,MAN1A2,-0.6062996692509823,3.0233627666633102e-5,up,0.6062996692509823
ENSG00000065183.15,WDR3,0.8044039038015218,2.773046922419872e-5,down,-0.8044039038015218
ENSG00000223804.5,CH17-472G23.2,-0.5119913155458214,0.09798114631930355,up,0.5119913155458214
ENSG00000273136.6,NBPF26,-0.5710511115402417,0.06014039338466055,up,0.5710511115402417
ENSG00000265972.5,TXNIP,0.5557182542029417,0.03701482008770545,down,-0.5557182542029417
ENSG00000271121.2,NUDT4P2,-1.453334518605699,5.62267046742172e-7,up,1.453334518605699
ENSG00000116128.10,BCL9,-0.5326436852846623,0.006013775539576365,up,0.5326436852846623
ENSG00000274265.4,CH17-189H20.1,-0.5485862381734631,0.09318450934571365,up,0.5485862381734631
ENSG00000272196.2,HIST2H2AA4,1.072726804549693,0.027488029528314202,down,-1.072726804549693
ENSG00000136631.12,VPS45,0.5517372224520734,9.384801391297376e-6,down,-0.5517372224520734
