gene_id,symbol,log2FoldChange_in_KD,padj,direction,log2FoldChange_for_signature
ENSG00000157870.14,FAM213B,0.5745610858332649,0.06973651793372898,down,-0.5745610858332649
ENSG00000116251.9,RPL22,-0.5056316327569352,0.0075534736774437875,up,0.5056316327569352
ENSG00000173436.13,MINOS1,0.5540048287153503,4.421549271641876e-5,down,-0.5540048287153503
ENSG00000117318.8,ID3,1.0059440566772986,2.013309565733975e-5,down,-1.0059440566772986
ENSG00000142676.12,RPL11,-0.5340117049301332,3.0846972932178794e-6,up,0.5340117049301332
ENSG00000189266.11,PNRC2,-0.6897518878123915,0.0012441553681207334,up,0.6897518878123915
ENSG00000179862.6,CITED4,1.1099736642886122,0.02078651010814825,down,-1.1099736642886122
ENSG00000162368.13,CMPK1,-0.674039474881137,1.6992710360067058e-4,up,0.674039474881137
ENSG00000117862.11,TXNDC12,-0.5047443286462647,0.0019805553709703718,up,0.5047443286462647
ENSG00000197147.13,LRRC8B,0.672072011774746,0.12532614022025965,down,-0.672072011774746
ENSG00000117620.14,SLC35A3,-0.9667493634551363,0.09842948421271466,up,0.9667493634551363
ENSG00000116815.15,CD58,0.551037568630245,0.06420672119090827,down,-0.551037568630245
ENSG00000171943.11,SRGAP2C,1.7933773113988691,1.85196003088443e-4,down,-1.7933773113988691
ENSG00000276216.1,CH17-373J23.1,1.6743977704738455,0.002087174847098272,down,-1.6743977704738455
ENSG00000203819.6,HIST2H2BC,1.605896377656461,0.020749416437490377,down,-1.605896377656461
ENSG00000270276.2,HIST2H4B,1.0628892108616712,0.09209493425192931,down,-1.0628892108616712
ENSG00000143401.14,ANP32E,-0.5051043176331398,0.010597407587055279,up,0.5051043176331398
ENSG00000143569.18,UBAP2L,0.5628003596927262,0.01222173582686291,down,-0.5628003596927262
ENSG00000179085.7,DPM3,0.6801870743462819,0.006521409534401139,down,-0.6801870743462819
ENSG00000185499.16,MUC1,0.7540003572063347,0.02903473951881661,down,-0.7540003572063347
ENSG00000143162.7,CREG1,0.509380629734379,0.11145142099275818,down,-0.509380629734379
ENSG00000135835.11,KIAA1614,2.1736423177311535,0.04933040272658417,down,-2.1736423177311535
ENSG00000162852.13,CNST,-0.7278778205549006,0.03410942365065827,up,0.7278778205549006
ENSG00000151353.14,TMEM18,-0.5294889115479102,0.036099758625009706,up,0.5294889115479102
ENSG00000234072.1,AC074117.10,0.9013712943704298,0.12512916986087233,down,-0.9013712943704298
ENSG00000143947.13,RPS27A,-0.6711459591621556,0.006395753829542974,up,0.6711459591621556
ENSG00000283196.1,RP4-614C10.2,0.9651068892344727,0.051726150406133445,down,-0.9651068892344727
ENSG00000272913.1,RP11-440D17.3,1.4063365603656452,0.014894458876983213,down,-1.4063365603656452
ENSG00000071082.10,RPL31,-0.5522837860109131,0.005531911523752647,up,0.5522837860109131
ENSG00000114999.7,TTL,-0.640493071919543,0.04335365752440289,up,0.640493071919543
ENSG00000125611.15,CHCHD5,0.9741653458002032,8.508650106335856e-4,down,-0.9741653458002032
ENSG00000136682.14,CBWD2,-0.5659443430212652,0.10637403187447445,up,0.5659443430212652
ENSG00000173272.15,MZT2A,0.905131908559161,0.001036427652968013,down,-0.905131908559161
ENSG00000283228.1,CTD-2021K4.1,-3.543960064394791,0.07502264021139132,up,3.543960064394791
ENSG00000197756.9,RPL37A,-0.5941203026171026,5.538481612401953e-4,up,0.5941203026171026
ENSG00000085982.13,USP40,-0.5853602272073266,0.07212240452839735,up,0.5853602272073266
ENSG00000186162.10,CIDECP,1.1256656878968492,0.0025276121365654285,down,-1.1256656878968492
ENSG00000164081.12,TEX264,0.5660240861756777,0.0031082798188933895,down,-0.5660240861756777
ENSG00000162244.10,RPL29,0.6342881922145579,0.05952857149616394,down,-0.6342881922145579
ENSG00000136068.14,FLNB,0.7955454881036964,0.004304473106138232,down,-0.7955454881036964
ENSG00000241506.1,PSMC1P1,-1.194788132185216,8.717494434924499e-4,up,1.194788132185216
ENSG00000163602.10,RYBP,-0.6327152515603199,0.01409365651763704,up,0.6327152515603199
ENSG00000114656.10,KIAA1257,-1.1214136275747775,0.0911510973014123,up,1.1214136275747775
ENSG00000184897.5,H1FX,0.5995796082117828,1.0178148762515436e-4,down,-0.5995796082117828
ENSG00000272741.1,RP11-447L10.1,-8.96160940431932,7.312880783985056e-5,up,8.96160940431932
ENSG00000213123.10,TCTEX1D2,0.8501186268088553,0.0017744971449630987,down,-0.8501186268088553
ENSG00000163964.14,PIGX,-0.63351600419603,0.0021505969895351928,up,0.63351600419603
ENSG00000270170.1,NCBP2-AS2,0.6187655134234215,3.8981429208068233e-4,down,-0.6187655134234215
ENSG00000163975.11,MELTF,0.5175423812626693,0.0911510973014123,down,-0.5175423812626693
ENSG00000243449.6,C4orf48,1.2299782135815387,0.006020765864822519,down,-1.2299782135815387
ENSG00000249348.1,UGDH-AS1,1.2677031162533838,0.007120239787995563,down,-1.2677031162533838
ENSG00000152583.12,SPARCL1,1.6486313403981485,0.03605539651431458,down,-1.6486313403981485
ENSG00000164024.11,METAP1,-0.507832446023736,0.03042865431816183,up,0.507832446023736
ENSG00000109320.11,NFKB1,-0.6201453597812577,3.2352274039431684e-4,up,0.6201453597812577
ENSG00000283050.1,GTF2IP12,-1.7670574966719843,0.12640107697266675,up,1.7670574966719843
ENSG00000248632.1,RP11-366M4.11,-0.7516146914413065,0.11145142099275818,up,0.7516146914413065
ENSG00000109762.15,SNX25,-1.4435074200635216,0.023044361898370627,up,1.4435074200635216
ENSG00000145741.15,BTF3,-0.5758614455113138,5.018742245027692e-4,up,0.5758614455113138
ENSG00000113328.18,CCNG1,-0.8067732369213378,0.0024355930582366293,up,0.8067732369213378
ENSG00000113732.8,ATP6V0E1,-0.8460837868515882,0.0012912166121054709,up,0.8460837868515882
ENSG00000169228.13,RAB24,-0.6139604013255482,0.024902777736904393,up,0.6139604013255482
ENSG00000181315.10,ZNF322,0.9201080059406794,0.0271159117455648,down,-0.9201080059406794
ENSG00000204619.7,PPP1R11,-0.5158237771751653,0.002648500870290049,up,0.5158237771751653
ENSG00000025039.14,RRAGD,-1.0238891264418402,0.06784356090340307,up,1.0238891264418402
ENSG00000164638.10,SLC29A4,0.8594006759470276,0.1319940252658193,down,-0.8594006759470276
ENSG00000172115.8,CYCS,-0.6656920322239014,0.019786780076126474,up,0.6656920322239014
ENSG00000214765.8,SEPT7P2,-1.003889885280911,0.005596126847722366,up,1.003889885280911
ENSG00000196247.11,ZNF107,0.6098549890773391,0.04627247278079058,down,-0.6098549890773391
ENSG00000243566.6,UPK3B,1.697167605770775,5.986057218657332e-8,down,-1.697167605770775
ENSG00000265479.6,DTX2P1-UPK3BP1-PMS2P11,1.2154906695705283,0.11094427649844105,down,-1.2154906695705283
ENSG00000242435.1,UPK3BP1,-15.157676020298448,6.07725548818625e-8,up,15.157676020298448
ENSG00000127993.15,RBM48,0.7528779682332992,0.030867429672358022,down,-0.7528779682332992
ENSG00000146826.16,C7orf43,0.6136764219797747,0.05842953576470929,down,-0.6136764219797747
ENSG00000105808.17,RASA4,-4.090713166206391,0.008555586929005347,up,4.090713166206391
ENSG00000240204.2,SMKR1,-1.213613143343953,0.0010356910005751875,up,1.213613143343953
ENSG00000283041.1,RP11-371A22.1,-1.8118146353033215,0.006866801170879889,up,1.8118146353033215
ENSG00000033100.16,CHPF2,0.6010839556305794,0.020090392252775563,down,-0.6010839556305794
ENSG00000104765.15,BNIP3L,-0.5336872348056231,0.002087174847098272,up,0.5336872348056231
ENSG00000215114.8,UBXN2B,0.5215949140186896,0.007015556214998947,down,-0.5215949140186896
ENSG00000245910.8,SNHG6,0.9350449189825061,8.403974482394583e-5,down,-0.9350449189825061
ENSG00000164684.13,ZNF704,-0.7366861557365655,0.13988646996976528,up,0.7366861557365655
ENSG00000164687.10,FABP5,-0.7822607538127677,7.398551286362076e-4,up,0.7822607538127677
ENSG00000164920.9,OSR2,0.5604367630934718,0.14564749149403874,down,-0.5604367630934718
ENSG00000070756.15,PABPC1,-0.6866682076932433,6.34141758878008e-6,up,0.6866682076932433
ENSG00000120963.11,ZNF706,-0.6991911248543119,6.474633447876495e-4,up,0.6991911248543119
ENSG00000130193.7,THEM6,0.8257938835505118,0.0010671087982926132,down,-0.8257938835505118
ENSG00000104529.17,EEF1D,-0.5766157185394898,1.255305665177374e-8,up,0.5766157185394898
ENSG00000261150.2,EPPK1,0.7059026174962435,0.07368557871897029,down,-0.7059026174962435
ENSG00000155158.20,TTC39B,-0.5540505102295266,0.042819539195805494,up,0.5540505102295266
ENSG00000164975.15,SNAPC3,-0.6656182266011466,0.05687795381260622,up,0.6656182266011466
ENSG00000276291.5,FRG1HP,0.9482793390801187,0.03886891905620275,down,-0.9482793390801187
ENSG00000226007.2,RP11-211N8.2,5.236941906317795,0.0018488812431769704,down,-5.236941906317795
ENSG00000165233.17,CARD19,0.7260125432067208,0.016493153018097267,down,-0.7260125432067208
ENSG00000232063.1,RP11-307E17.8,1.2352431057040931,0.06866241058934608,down,-1.2352431057040931
ENSG00000196312.12,MFSD14C,1.3827466748744002,0.006521409534401139,down,-1.3827466748744002
ENSG00000136938.8,ANP32B,-0.5137557797273468,0.015545041166638953,up,0.5137557797273468
ENSG00000242616.3,GNG10,0.7796392691119447,0.0024282576530180802,down,-0.7796392691119447
ENSG00000119314.15,PTBP3,-0.5366706812011972,1.4529262369221787e-4,up,0.5366706812011972
ENSG00000041982.15,TNC,3.101267985505869,0.020536854863683413,down,-3.101267985505869
ENSG00000119402.16,FBXW2,-0.5554989805476447,8.717494434924499e-4,up,0.5554989805476447
ENSG00000197308.9,GATA3-AS1,0.5439948003017898,0.1113282528632758,down,-0.5439948003017898
ENSG00000168283.13,BMI1,-0.5576383862994602,0.023951943595260677,up,0.5576383862994602
ENSG00000107863.17,ARHGAP21,-0.5252457645357094,0.02351782784858147,up,0.5252457645357094
ENSG00000276850.4,CH17-360D5.2,0.7486207658492064,0.0329134402233665,down,-0.7486207658492064
ENSG00000223482.7,NUTM2A-AS1,1.1384718709475368,0.0030009866887117757,down,-1.1384718709475368
ENSG00000107872.12,FBXL15,0.613038473429629,0.13346278723151253,down,-0.613038473429629
ENSG00000269609.5,RPARP-AS1,0.9227445609643246,0.12175075692659762,down,-0.9227445609643246
ENSG00000148843.13,PDCD11,0.5109052486169696,0.02479402469510168,down,-0.5109052486169696
ENSG00000119927.13,GPAM,-0.5005322601361514,0.0952048054969169,up,0.5005322601361514
ENSG00000166033.11,HTRA1,-0.7434625658533208,9.453913324454085e-5,up,0.7434625658533208
ENSG00000148773.13,MKI67,0.7126549810104181,2.0718504510948652e-4,down,-0.7126549810104181
ENSG00000177951.17,BET1L,0.835374420425081,0.006937266670997778,down,-0.835374420425081
ENSG00000142089.15,IFITM3,1.0703991192082414,7.23884826525231e-4,down,-1.0703991192082414
ENSG00000177600.8,RPLP2,-0.7004320758362251,2.7979255454675844e-7,up,0.7004320758362251
ENSG00000132254.12,ARFIP2,1.3819091215960604,2.9161765475550754e-8,down,-1.3819091215960604
ENSG00000175390.13,EIF3F,-0.7436839433473321,2.8181565382350986e-11,up,0.7436839433473321
ENSG00000184014.7,DENND5A,0.752369830765676,0.04497953000360142,down,-0.752369830765676
ENSG00000133805.15,AMPD3,-1.8010436990056764,0.04794496103249277,up,1.8010436990056764
ENSG00000110696.9,C11orf58,-0.5021212827460673,2.755003195547475e-4,up,0.5021212827460673
ENSG00000167985.6,SDHAF2,-0.8277608462640117,0.0011375254437798916,up,0.8277608462640117
ENSG00000254772.9,EEF1G,-0.6079412560021428,1.3077936913368837e-7,up,0.6079412560021428
ENSG00000173327.7,MAP3K11,0.5162236423518571,0.05047883514074024,down,-0.5162236423518571
ENSG00000248643.5,RBM14-RBM4,-0.6554838016351116,0.10143942910317692,up,0.6554838016351116
ENSG00000167799.9,NUDT8,0.5017851745519016,0.16109940898755026,down,-0.5017851745519016
ENSG00000149357.9,LAMTOR1,0.6222600688044274,0.03293119531206224,down,-0.6222600688044274
ENSG00000137492.7,THAP12,-1.1124174057527376,5.7224384792584806e-11,up,1.1124174057527376
ENSG00000182704.7,TSKU,0.5277541762629769,0.004982098404120794,down,-0.5277541762629769
ENSG00000261578.1,RP11-21L23.2,-3.3361295941958184,0.0568599875353183,up,3.3361295941958184
ENSG00000151366.12,NDUFC2,1.3842110032536419,1.310516844765899e-9,down,-1.3842110032536419
ENSG00000137494.13,ANKRD42,-0.5629912089811722,0.13905437037467186,up,0.5629912089811722
ENSG00000152558.14,TMEM123,-0.7381576088421328,0.07368557871897029,up,0.7381576088421328
ENSG00000188486.3,H2AFX,0.9709995955351193,7.706372379836334e-4,down,-0.9709995955351193
ENSG00000139182.13,CLSTN3,-1.4235202068541903,0.05007235280164532,up,1.4235202068541903
ENSG00000111752.10,PHC1,-1.9728987867282652,2.994337527319737e-5,up,1.9728987867282652
ENSG00000139154.14,AEBP2,-0.6419986909946286,0.00943699168117168,up,0.6419986909946286
ENSG00000167552.13,TUBA1A,-1.1772603911114514,1.6992710360067058e-4,up,1.1772603911114514
ENSG00000178449.8,COX14,0.7019852997246365,0.004248040729505489,down,-0.7019852997246365
ENSG00000197111.15,PCBP2,-0.6174586398280376,2.5376992084984272e-5,up,0.6174586398280376
ENSG00000180818.4,HOXC10,-1.5920887884173691,0.01684802934462118,up,1.5920887884173691
ENSG00000094916.15,CBX5,-0.5046999195868723,0.0077587449027250585,up,0.5046999195868723
ENSG00000179899.8,PHC1P1,7.3792616659696595,8.022874495754038e-5,down,-7.3792616659696595
ENSG00000179912.20,R3HDM2,-0.6115016939725301,0.09809447004288162,up,0.6115016939725301
ENSG00000135454.13,B4GALNT1,0.6743740488906689,0.020536854863683413,down,-0.6743740488906689
ENSG00000228144.2,RP11-745O10.4,3.84705755862964,0.040760611031979185,down,-3.84705755862964
ENSG00000139291.13,TMEM19,-1.299970413512404,3.648453997139711e-4,up,1.299970413512404
ENSG00000187109.13,NAP1L1,-0.5610767297616106,0.031622529818017754,up,0.5610767297616106
ENSG00000139343.10,SNRPF,-0.6209351011393239,0.009248516111210721,up,0.6209351011393239
ENSG00000213442.5,RPL18AP3,13.28918533468376,1.5359479898669439e-4,down,-13.28918533468376
ENSG00000111785.19,RIC8B,1.2576063431136597,0.026130473257729242,down,-1.2576063431136597
ENSG00000089009.15,RPL6,-0.6782830987340441,6.717249771899011e-6,up,0.6782830987340441
ENSG00000179295.17,PTPN11,-0.6283320481593287,1.3971446226347051e-4,up,0.6283320481593287
ENSG00000111775.2,COX6A1,0.5588393676130634,4.585630409150633e-4,down,-0.5588393676130634
ENSG00000256092.2,RP13-942N8.1,-2.2170116489269325,0.12169482176691135,up,2.2170116489269325
ENSG00000173141.4,MRPL57,0.8378853199796704,0.002985404014904606,down,-0.8378853199796704
ENSG00000133112.16,TPT1,-0.7019900153225054,4.55034520201116e-5,up,0.7019900153225054
ENSG00000100802.14,C14orf93,-0.7712166725120883,0.07176272717066558,up,0.7712166725120883
ENSG00000100926.14,TM9SF1,-0.7723609125274484,8.403974482394583e-5,up,0.7723609125274484
ENSG00000254692.1,RP11-468E2.1,6.593282734905168,8.403974482394583e-5,down,-6.593282734905168
ENSG00000129480.12,DTD2,0.5437568927776595,0.04627247278079058,down,-0.5437568927776595
ENSG00000151748.14,SAV1,0.5503341836196785,0.10070310120099164,down,-0.5503341836196785
ENSG00000087302.8,C14orf166,-0.6059303302093519,3.6974811440471886e-4,up,0.6059303302093519
ENSG00000168175.14,MAPK1IP1L,0.684705989343781,0.0011442563983267437,down,-0.684705989343781
ENSG00000119661.14,DNAL1,-0.5186930405373688,0.10132366863912715,up,0.5186930405373688
ENSG00000053254.15,FOXN3,-1.3070301638215474,0.08812398144706227,up,1.3070301638215474
ENSG00000197406.7,DIO3,-0.9286038901295226,0.14081811442514663,up,0.9286038901295226
ENSG00000197102.10,DYNC1H1,0.7179384899709343,0.003550308550659101,down,-0.7179384899709343
ENSG00000166166.12,TRMT61A,0.8161263606608332,0.015630280077293873,down,-0.8161263606608332
ENSG00000182405.5,PGBD4,-1.302567837850741,0.07446261544851127,up,1.302567837850741
ENSG00000137876.9,RSL24D1,-0.5689442498442695,0.07885876633201208,up,0.5689442498442695
ENSG00000169371.13,SNUPN,-0.5133276328263094,0.11145142099275818,up,0.5133276328263094
ENSG00000182774.10,RPS17,-0.823597136174462,2.7642903221470502e-8,up,0.823597136174462
ENSG00000103942.12,HOMER2,-0.6245055655789352,1.4211480470485797e-4,up,0.6245055655789352
ENSG00000225151.10,GOLGA2P7,1.5174615160850038,0.030999553420836604,down,-1.5174615160850038
ENSG00000136383.6,ALPK3,-1.6627549783672455,0.07468767142320747,up,1.6627549783672455
ENSG00000176463.13,SLCO3A1,-0.5869978613851268,0.14087616738100475,up,0.5869978613851268
ENSG00000236829.9,Z97634.3,-1.5597495413914984,0.08063194197216082,up,1.5597495413914984
ENSG00000065054.13,SLC9A3R2,0.5409228861466105,0.005074124276205461,down,-0.5409228861466105
ENSG00000184207.8,PGP,0.5495569970908653,0.01856089000453769,down,-0.5495569970908653
ENSG00000185883.11,ATP6V0C,0.6161109828184972,0.06639506226832213,down,-0.6161109828184972
ENSG00000118898.15,PPL,0.5318605578171339,0.0915158703662293,down,-0.5318605578171339
ENSG00000118894.14,EEF2KMT,0.6479192338979967,0.006262418656716058,down,-0.6479192338979967
ENSG00000175643.8,RMI2,0.5202927810703901,0.1565829965341818,down,-0.5202927810703901
ENSG00000250251.6,PKD1P6,-7.134554297698905,1.760817983567511e-4,up,7.134554297698905
ENSG00000260342.2,RP11-1035H13.3,-1.9099162043886193,0.04627247278079058,up,1.9099162043886193
ENSG00000170540.14,ARL6IP1,-0.5308761816421476,1.6373127342282543e-5,up,0.5308761816421476
ENSG00000183336.8,BOLA2,0.6439358685906373,0.002042742287300773,down,-0.6439358685906373
ENSG00000181625.17,SLX1B,-3.5970488775802854,0.05419761654239669,up,3.5970488775802854
ENSG00000169627.7,BOLA2B,-2.174118212627554,0.1223553850015764,up,2.174118212627554
ENSG00000102870.5,ZNF629,0.9325611917316005,0.004050366434212981,down,-0.9325611917316005
ENSG00000102931.7,ARL2BP,-0.6322341977961504,0.003064211908465269,up,0.6322341977961504
ENSG00000183723.12,CMTM4,-0.6151920701446391,0.004206480631200178,up,0.6151920701446391
ENSG00000214331.8,RP11-252A24.2,-1.0425675922247195,0.09096087282589048,up,1.0425675922247195
ENSG00000140943.16,MBTPS1,0.6218092546287416,6.061226461848914e-10,down,-0.6218092546287416
ENSG00000131153.8,GINS2,0.5320369314174879,0.0014564509731932055,down,-0.5320369314174879
ENSG00000154118.12,JPH3,-0.93266290736401,0.10337993629461313,up,0.93266290736401
ENSG00000262202.4,RP11-160E2.6,1.389995564295315,3.3539555454027876e-4,down,-1.389995564295315
ENSG00000141741.11,MIEN1,0.5599075210000429,0.08268608606647597,down,-0.5599075210000429
ENSG00000188825.13,LINC00910,1.5703836564464784,0.002648500870290049,down,-1.5703836564464784
ENSG00000154945.6,ANKRD40,-0.5430302069861646,0.02013211824484167,up,0.5430302069861646
ENSG00000062716.12,VMP1,-0.6648905765099093,6.796915064122588e-5,up,0.6648905765099093
ENSG00000136463.7,TACO1,-0.5228254628979829,0.06789324015823871,up,0.5228254628979829
ENSG00000176170.13,SPHK1,0.6045448067382573,0.08671841989470362,down,-0.6045448067382573
ENSG00000169738.7,DCXR,0.5331424990376539,0.0011442563983267437,down,-0.5331424990376539
ENSG00000169710.8,FASN,0.5133188581480276,0.10674273635241603,down,-0.5133188581480276
ENSG00000141627.13,DYM,-0.5020852133891075,0.039456319102373766,up,0.5020852133891075
ENSG00000265681.7,RPL17,0.5465702844334812,0.038335858639209255,down,-0.5465702844334812
ENSG00000166562.8,SEC11C,0.5115536987551264,0.052754658341121204,down,-0.5115536987551264
ENSG00000282508.1,LINC01002,3.8291621893799976,0.020891785178183294,down,-3.8291621893799976
ENSG00000119559.15,C19orf25,0.596977386703199,0.10637403187447445,down,-0.596977386703199
ENSG00000115255.10,REEP6,0.5061015033276002,0.0861790260789135,down,-0.5061015033276002
ENSG00000127540.11,UQCR11,0.6237312930860995,0.001481564789039639,down,-0.6237312930860995
ENSG00000099800.7,TIMM13,0.5450275666045209,0.04335365752440289,down,-0.5450275666045209
ENSG00000125656.8,CLPP,0.5376675879743201,0.052213797973051125,down,-0.5376675879743201
ENSG00000105520.10,PLPPR2,0.6894504726316704,0.059141815373524295,down,-0.6894504726316704
ENSG00000105640.12,RPL18A,-0.8817048249928217,1.1964100145443567e-6,up,0.8817048249928217
ENSG00000160161.9,CILP2,0.6994076382572687,0.05871542392187462,down,-0.6994076382572687
ENSG00000256771.3,ZNF253,0.7207326294656724,0.04088824988724382,down,-0.7207326294656724
ENSG00000196081.9,ZNF724,1.7314589165422376,0.0010340352807865524,down,-1.7314589165422376
ENSG00000233836.7,RP11-255H23.2,0.7500658747812489,0.14564749149403874,down,-0.7500658747812489
ENSG00000186017.14,ZNF566,0.873188521902685,0.012049336971546545,down,-0.873188521902685
ENSG00000130244.12,FAM98C,0.5656301527163783,0.09209493425192931,down,-0.5656301527163783
ENSG00000197782.14,ZNF780A,-0.5221279386035305,0.11259802982612391,up,0.5221279386035305
ENSG00000105372.6,RPS19,-0.5287870174615221,0.0020733699491258537,up,0.5287870174615221
ENSG00000124466.8,LYPD3,0.5566418197827684,0.026809246621865616,down,-0.5566418197827684
ENSG00000069399.14,BCL3,0.7301714813546715,0.050776861289293325,down,-0.7301714813546715
ENSG00000189114.6,BLOC1S3,0.8494301090480559,0.10776651990673616,down,-0.8494301090480559
ENSG00000169136.10,ATF5,1.240050811862997,3.63411880241516e-4,down,-1.240050811862997
ENSG00000204611.6,ZNF616,0.7452280517265737,0.0911510973014123,down,-0.7452280517265737
ENSG00000213020.9,ZNF611,-0.7838806340425406,6.474633447876495e-4,up,0.7838806340425406
ENSG00000267809.1,NDUFV2P1,5.570870759906172,0.018812541998382493,down,-5.570870759906172
ENSG00000167685.14,ZNF444,0.649259943570616,0.08063194197216082,down,-0.649259943570616
ENSG00000260032.1,NORAD,1.2192336505927381,6.005674823533462e-8,down,-1.2192336505927381
ENSG00000196756.11,SNHG17,0.6208731241486476,0.07368557871897029,down,-0.6208731241486476
ENSG00000124249.6,KCNK15,0.8547926736922885,0.01377052872051296,down,-0.8547926736922885
ENSG00000124214.19,STAU1,-0.5011349614501542,2.0258026984736201e-4,up,0.5011349614501542
ENSG00000124164.15,VAPB,-0.504426929078506,0.0030009866887117757,up,0.504426929078506
ENSG00000196074.12,SYCP2,-2.7174695865970544,0.12169482176691135,up,2.7174695865970544
ENSG00000279094.3,LINC01670,-1.0572788138056357,0.14296861328352928,up,1.0572788138056357
ENSG00000237945.7,LINC00649,1.7573844204200928,0.019245236616330676,down,-1.7573844204200928
ENSG00000240972.1,MIF,0.7828460685524827,2.755003195547475e-4,down,-0.7828460685524827
ENSG00000100036.12,SLC35E4,1.3496191960647776,0.03297381458056997,down,-1.3496191960647776
ENSG00000100316.15,RPL3,-0.7490168378266409,1.8737322169273637e-24,up,0.7490168378266409
ENSG00000270022.3,RNU12,1.5174258255523472,0.008789379457355601,down,-1.5174258255523472
ENSG00000100300.17,TSPO,0.5684134411388091,0.10149678496668194,down,-0.5684134411388091
ENSG00000186654.20,PRR5,1.5579730329856505,0.0020733699491258537,down,-1.5579730329856505
ENSG00000248405.10,PRR5-ARHGAP8,-7.352287842033526,1.4529262369221787e-4,up,7.352287842033526
ENSG00000169100.13,SLC25A6,-0.6719178142115846,2.8685483777121974e-10,up,0.6719178142115846
ENSG00000165169.10,DYNLT3,0.6531883299344621,0.0011760257541464085,down,-0.6531883299344621
ENSG00000204272.12,NBDY,1.4807252604496814,0.002163884204124835,down,-1.4807252604496814
ENSG00000089289.15,IGBP1,-0.6372786972570619,0.0010280335614107046,up,0.6372786972570619
ENSG00000131174.4,COX7B,0.8399615611962042,1.9856696798367137e-7,down,-0.8399615611962042
ENSG00000133134.11,BEX2,-0.8364538723689916,0.0316531636924692,up,0.8364538723689916
ENSG00000018610.13,CXorf56,-0.5788993644300244,0.0075534736774437875,up,0.5788993644300244
ENSG00000182890.4,GLUD2,1.7005821793706486,0.03208097395875686,down,-1.7005821793706486
ENSG00000155961.4,RAB39B,-0.8421376578540088,0.05871542392187462,up,0.8421376578540088
ENSG00000198888.2,MT-ND1,0.8677410268240056,1.7217448229454684e-4,down,-0.8677410268240056
ENSG00000198763.3,MT-ND2,0.6576743960525452,0.06204337297165205,down,-0.6576743960525452
ENSG00000198804.2,MT-CO1,0.7392156680491333,0.02462122189703267,down,-0.7392156680491333
ENSG00000198712.1,MT-CO2,0.7838123419825682,0.02293092921966471,down,-0.7838123419825682
ENSG00000228253.1,MT-ATP8,0.7260552727748257,0.125001652535375,down,-0.7260552727748257
ENSG00000198899.2,MT-ATP6,0.7880362950579655,0.026420499040475456,down,-0.7880362950579655
ENSG00000198938.2,MT-CO3,1.073403647254863,2.7377275450150634e-4,down,-1.073403647254863
ENSG00000198840.2,MT-ND3,1.1076713318627198,0.002985404014904606,down,-1.1076713318627198
ENSG00000198886.2,MT-ND4,0.6389885326609921,0.014170147109893557,down,-0.6389885326609921
ENSG00000198786.2,MT-ND5,0.9871186237131241,8.278488844148818e-5,down,-0.9871186237131241
ENSG00000198695.2,MT-ND6,1.1116387981320865,2.7786396360257e-4,down,-1.1116387981320865
ENSG00000198727.2,MT-CYB,0.5129411133985439,0.0861790260789135,down,-0.5129411133985439
