gene_id,symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000223972.5,DDX11L1,0.6190254861096478,-5.004480543969832e-5,0.18136316988917062,0.4636020545715864,0.8740949408126238
ENSG00000227232.5,WASH7P,22.740688476267987,-0.07126633216010972,0.20207207369455843,3.346625915988272e-4,0.012102395892969258
ENSG00000238009.6,RP11-34P13.7,10.497272544742634,-0.047555252732399134,0.18917442538759208,0.036804018344189636,0.2887292106940726
ENSG00000241860.6,RP11-34P13.13,11.619901004040797,-2.73233310453927e-4,0.1813545505791757,0.5791373126669892,0.9222371451662617
ENSG00000279457.4,RP11-34P13.18,11.768549407949967,-0.033908858280536136,0.1851859262250137,0.0663740720385688,0.39658949360013196
ENSG00000228463.9,AP006222.2,25.775440714531722,0.003633306803326408,0.1786537985471298,0.9054664796141279,0.9909718232222489
ENSG00000236601.2,RP4-669L17.2,5.725213859219888,-0.03801671912527653,0.18634754178300916,0.044922255266307436,0.3242641047937402
ENSG00000237094.11,RP4-669L17.10,9.691922407700154,0.014407069757108421,0.18161414421731414,0.33354641368847315,0.796231862561154
ENSG00000250575.1,RP4-669L17.8,0.7051448273827376,-2.0124616106611536e-4,0.18135743706003377,0.8827333462624666,0.9874717513594259
ENSG00000230021.8,RP5-857K21.4,16.91811038577819,-0.002718733386732653,0.17927881696076509,0.9182511088525098,0.9919252606324799
ENSG00000235146.2,RP5-857K21.2,12.90535777609237,6.970568176309933e-4,0.18134422812773046,0.9247529309711471,0.9927821414734588
ENSG00000225972.1,MTND1P23,3.6785422841494806,-0.016338871960149614,0.18214128260231607,0.22934655712471005,0.694531705341603
ENSG00000225630.1,MTND2P28,122.16898827410137,1.3508490079595667,0.53139249614146,3.762812194017594e-4,0.013208793664663715
ENSG00000237973.1,MTCO1P12,8.11202474886802,-0.002871742911176391,0.18090793446731793,0.8324528717663768,0.97667442158477
ENSG00000248527.1,MTATP6P1,2489.535789064637,1.7388584987912212,0.4392271437173311,2.9194954628505096e-6,2.93169899321163e-4
ENSG00000228327.3,RP11-206L10.2,27.194481420235277,0.002268776616193224,0.17844780471421814,0.9385977446223884,0.9937965500435253
ENSG00000237491.8,RP11-206L10.9,7.427304294454558,0.010742281550980327,0.18032085985111504,0.6410265519406448,0.9425503784720575
ENSG00000230092.7,RP11-206L10.8,5.036189696160719,0.002802342593768874,0.18079925489636928,0.8522372453436351,0.9818040370153
ENSG00000177757.2,FAM87B,7.124187916573491,0.03339084553563815,0.18535966483714214,0.023688191437427137,0.22495072400926983
ENSG00000228794.8,LINC01128,93.36387276083548,-0.7990506987230603,0.3498996187479153,0.0010430967197942137,0.027170401949074496
ENSG00000225880.5,LINC00115,9.506785047272679,0.001394393472470086,0.17859763331926481,0.9545131439714215,0.9959053022523139
ENSG00000230699.2,RP11-54O7.1,3.408908405418893,0.007418270616827339,0.18111275292776174,0.5450020319111446,0.9117864208823422
ENSG00000223764.2,RP11-54O7.3,118.19443604142401,0.0012608542861278242,0.17999977551979457,0.9640199195489663,0.996561313333438
ENSG00000187634.11,SAMD11,109.64119473613658,-0.02572713337013393,0.16320285055433909,0.7401857337278703,0.9654806729291685
ENSG00000188976.10,NOC2L,927.0693425232417,0.25695460048570096,0.19934095859700096,0.038549449032551406,0.2958365702229062
ENSG00000187961.13,KLHL17,26.64446708492079,-0.03160729467940899,0.17658303868611852,0.5459465591866306,0.9121101249423209
ENSG00000187583.10,PLEKHN1,20.113611878177423,0.08030646137204935,0.2019730841180881,0.07590281604678042,0.4255257571882346
ENSG00000272512.1,RP11-54O7.17,5.74049054865835,-0.0055220999582752724,0.18124820670062725,0.785519001613538,0.9704987225230932
ENSG00000188290.10,HES4,86.93737048630192,0.04974619531415715,0.1789895952061754,0.4072307832800542,0.844875778355352
ENSG00000187608.8,ISG15,260.11271375010523,-0.015213066789743952,0.15585062822613405,0.863355875481528,0.9836953937523154
ENSG00000188157.14,AGRN,1612.1828984525382,0.028579034732687122,0.1330842920390785,0.7537406222144547,0.9688163661537881
ENSG00000217801.9,RP11-465B22.3,16.188223896993907,0.019591345260812472,0.1782154382961332,0.6236547014909449,0.9349333052918275
ENSG00000237330.2,RNF223,325.5956331250433,0.014590144059878034,0.1529581553585625,0.8606121850148943,0.983576302584206
ENSG00000131591.17,C1orf159,54.81177931652903,-0.03325987571965586,0.17223313775327548,0.6009911359340556,0.9289912015486882
ENSG00000272141.1,RP11-465B22.8,1.9097888144414457,-0.010640622859752053,0.18155238907914972,0.5360386948062985,0.9085156387985054
ENSG00000162571.13,TTLL10,1.3758344568027405,-0.0013107362903965452,0.18091437434645072,0.9262797886928723,0.9930625019895103
ENSG00000186891.13,TNFRSF18,54.996274188857974,0.03188099121907977,0.16996860671283115,0.6306354340716458,0.9385404993472425
ENSG00000078808.16,SDF4,890.752802730719,-0.10662713506644692,0.12557296722207087,0.25933290158217776,0.7270942637655756
ENSG00000176022.4,B3GALT6,86.01299371248454,0.051690113851044536,0.17188276370655145,0.47797974716487235,0.8823427943509129
ENSG00000160087.20,UBE2J2,295.9429521907446,-0.457826965627651,0.2036566965289003,0.0023285764769048157,0.04883489500514616
ENSG00000162572.20,SCNN1D,1.703988037146528,0.005481514335438098,0.1809579401840029,0.7055323071115966,0.9568290576652316
ENSG00000131584.18,ACAP3,103.76266822031012,-0.04224631941705908,0.16578459931645367,0.5794629749623048,0.9222371451662617
ENSG00000169972.11,PUSL1,174.41542927313,0.0014006757430305185,0.15272193906533787,0.9858178602439136,0.9992497858722138
ENSG00000127054.20,INTS11,325.57284834859155,0.38230185647546394,0.20386853454353504,0.006963091537842901,0.10513383394354868
ENSG00000224051.6,CPTP,93.13597023192666,0.042219231452895106,0.1658851497824379,0.5788173142598494,0.9222371451662617
ENSG00000169962.4,TAS1R3,3.7227689461272604,0.012344665142353285,0.1809476543261171,0.5263746281862174,0.9040061293407482
ENSG00000107404.19,DVL1,185.55877451846686,0.012977826587032918,0.15436884696609235,0.8716098826216427,0.9849241443611916
ENSG00000175756.13,AURKAIP1,1026.8673149666536,-0.16560417211207148,0.1247397932624266,0.08790257327749273,0.45794560669530493
ENSG00000221978.11,CCNL2,174.60883953778568,-0.015218432561181024,0.1404111091100897,0.8653418402270588,0.9840181973092595
ENSG00000224870.6,RP4-758J18.2,56.54627007631084,-0.06570517060161583,0.1827460205869195,0.32415893637357296,0.7859312779498485
ENSG00000242485.5,MRPL20,543.762149681748,-0.16850296797457592,0.15331550096012397,0.11051432279145341,0.5076089761131592
ENSG00000272455.1,RP4-758J18.13,10.039920383053612,0.012346641216090156,0.18165516894965827,0.43246199472057234,0.8605187108122633
ENSG00000225285.1,LINC01770,4.770793987658421,-0.014664720000671285,0.181424905402825,0.3927316503201012,0.8382370173344404
ENSG00000179403.11,VWA1,98.45345177383315,0.041329323612973715,0.1636549095052261,0.5968518698873007,0.9278666741725676
ENSG00000215915.9,ATAD3C,4.608988482840365,0.0025403712476363177,0.17995097238744656,0.9101046578687142,0.991265073904798
ENSG00000160072.19,ATAD3B,160.18414507914324,0.19472322600345096,0.22163419412413626,0.08462506414291865,0.4485303090063925
ENSG00000197785.13,ATAD3A,422.352625804905,0.009513236362202696,0.12287510980626089,0.9394586797393298,0.9941104966347165
ENSG00000160075.11,SSU72,641.7389799910038,-0.15953278978976718,0.1428341982709266,0.11946370610529013,0.5261262410758097
ENSG00000215014.4,RP5-832C2.5,4.6310936210769205,0.019891222064685608,0.18190913746871157,0.30491155907921397,0.7715482994135708
ENSG00000228594.3,FNDC10,82.82583303673158,0.002791718100426498,0.17215198797913295,0.9550112180117009,0.9960836441856732
ENSG00000272106.1,RP11-345P4.9,18.289893772835452,-0.016843109377229406,0.17751850362392002,0.6800871424654986,0.9497969077130491
ENSG00000197530.12,MIB2,44.66439149830396,-0.03437003083984407,0.17954088706444857,0.456584381196222,0.8704756145193975
ENSG00000189409.13,MMP23B,6.113171450379357,0.010610249984018473,0.1814037897235355,0.4021154922662688,0.842363718577877
ENSG00000248333.8,CDK11B,408.9113372208867,0.05050441368349948,0.1368340008455174,0.5826483067250207,0.9235803430935445
ENSG00000189339.11,SLC35E2B,132.86417740723792,0.030159989274521452,0.16249774241493728,0.6918420268550031,0.9542974069690211
