gene_id,symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000187634.11,SAMD11,86.47606482951635,0.06095059594315923,0.13947615766618643,0.18276191711700615,0.5870884929161869
ENSG00000188976.10,NOC2L,990.3125159098832,-0.036450745717890136,0.10670083689902005,0.5585984603064669,0.8647276590827224
ENSG00000187961.13,KLHL17,19.147287838728538,0.012092696061822691,0.12828999488523984,0.6477976708798594,0.9022431096390787
ENSG00000187583.10,PLEKHN1,22.75358084596097,0.0010935381498756427,0.12630631833059416,0.9713349971219485,0.9952199642712022
ENSG00000188290.10,HES4,94.89592912018422,0.039243112346303115,0.13113789694023711,0.336202412116691,0.7345931499679768
ENSG00000187608.8,ISG15,289.2273577895691,0.17103067998174074,0.2532668299814821,0.030817158256447888,0.26938965913882135
ENSG00000188157.14,AGRN,1486.7801886616737,0.1393397464200152,0.14934233596947136,0.09061334027326955,0.44353661450679466
ENSG00000237330.2,RNF223,245.39028738590514,0.32749539827527635,0.25601501314358627,0.0123260990374439,0.17237279122675456
ENSG00000131591.17,C1orf159,47.167488914816204,0.0489030823537132,0.13711184356125897,0.19909078649065093,0.6075270795096424
ENSG00000186891.13,TNFRSF18,47.17025436879734,0.0074374812287165,0.12384600792731958,0.7837681152021045,0.9426323349760578
ENSG00000078808.16,SDF4,906.2091431399291,0.002872363387773238,0.0957860295155405,0.9599877145304742,0.9941648977653658
ENSG00000176022.4,B3GALT6,90.96682016824184,0.00451313056364472,0.12348070807947406,0.9033784453679753,0.9786893609945468
ENSG00000160087.20,UBE2J2,229.21600355727256,0.3687849277429036,0.256013915391453,0.007717083954609087,0.1328182692924049
ENSG00000131584.18,ACAP3,102.24695808567441,-0.04073310347775249,0.12445692582535811,0.4400001189003285,0.800455529627885
ENSG00000169972.11,PUSL1,211.39643215096098,-0.0287720134616067,0.12409934315965813,0.5420148908923542,0.8583078392885541
ENSG00000127054.20,INTS11,259.9144469961406,0.388747481279026,0.19748236126196023,0.0032078102936241733,0.07927664703243277
ENSG00000224051.6,CPTP,89.89472184979246,0.3218772050233832,0.5344682283117567,0.013154366847670127,0.17757782988623025
ENSG00000107404.19,DVL1,165.09979970334476,0.01890661040568432,0.11995293478776836,0.6887878251351149,0.916927198291364
ENSG00000175756.13,AURKAIP1,801.3787288849484,0.26420044040721885,0.15447608606791763,0.010093371032578647,0.15273900416347133
ENSG00000221978.11,CCNL2,141.67400590444814,0.23602630802270919,0.30628533422282533,0.02403747442135355,0.23883492223076347
ENSG00000242485.5,MRPL20,600.6158885099766,0.002360006324973705,0.09505511605732671,0.972467191559888,0.9952199642712022
ENSG00000179403.11,VWA1,98.47894253028214,-0.0103111405631047,0.1178834434005554,0.837378373505258,0.9574572782734887
ENSG00000160072.19,ATAD3B,136.70067887092804,0.04071732445069042,0.12239546805300137,0.46148102941521474,0.811445666126125
ENSG00000197785.13,ATAD3A,367.7415319812915,0.07779841507091345,0.1279305579757589,0.25388969391598254,0.6657797373446165
ENSG00000160075.11,SSU72,666.1313011659914,-0.006730611337342715,0.09624067626496999,0.8934632079541989,0.9752738929118214
ENSG00000228594.3,FNDC10,120.5374635954338,-0.0066770745485860965,0.12511342590297647,0.8519884327548626,0.9626029729173456
ENSG00000197530.12,MIB2,52.295020040089234,-0.010070740831016754,0.12311955141779278,0.8100238874381472,0.9493956169940404
ENSG00000248333.8,CDK11B,328.0272294415002,-0.04968014479200674,0.10430593417112187,0.459282357545893,0.8106079840110588
ENSG00000189339.11,SLC35E2B,124.60339582239159,-0.023832068226466295,0.12428263014270528,0.5910440421779246,0.8807373758632369
ENSG00000008128.22,CDK11A,64.0479597266634,-0.0013284083780896708,0.12954272109113876,0.9139512212996764,0.9811208116887605
ENSG00000215790.6,SLC35E2,51.99082545424883,8.86152485802213e-4,0.12160564917323982,0.9881360984827467,0.9973430179595905
ENSG00000008130.15,NADK,250.87577092084473,-0.15672487766141552,0.14862910718511368,0.06598140123968468,0.38616327819091634
ENSG00000078369.17,GNB1,863.86233438734,0.13084937769867983,0.11358330141184823,0.09023901426328386,0.4426352997273641
ENSG00000178821.12,TMEM52,19.13432807605742,0.015393976865699925,0.12814877833542648,0.5881157073732823,0.8804164156146691
ENSG00000067606.16,PRKCZ,129.31634743948595,0.02303449638931196,0.1152639987427393,0.6505440761518839,0.9027785539934694
ENSG00000162585.16,FAAP20,76.12399008560342,0.02693485205013482,0.1250133494821079,0.5480085156251957,0.8602582658674054
ENSG00000157933.9,SKI,154.5596658542669,-0.030201686514433265,0.12305957470098232,0.5493044906042994,0.8602948447053985
ENSG00000116151.13,MORN1,67.1736598942261,0.08677252776539093,0.15870743201629756,0.09796919804088404,0.45855961636201503
ENSG00000157916.19,RER1,423.55443552963953,0.059490264020404145,0.10655816814883952,0.34526736281206666,0.7410414621505987
ENSG00000157911.9,PEX10,129.87637510368782,-0.010319595701089751,0.11557471276642699,0.8489368994178472,0.9609510510351741
ENSG00000157881.13,PANK4,86.94235717092278,0.14500201826779516,0.21675812592723426,0.04520243760652191,0.3228547339176687
ENSG00000157870.14,FAM213B,137.90963098722642,0.5688900989777028,0.28333208557109407,0.0019008654347068186,0.056668506735400644
ENSG00000142611.16,PRDM16,54.42661711261315,-0.04627291343879969,0.1330372574275719,0.2945394913920259,0.7048023276596318
