gene_id,symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj,condition,biotype
ENSG00000187634.11,SAMD11,109.57986724125567,-0.027712503788903543,0.16352225737890166,0.7412871975773965,0.9505478979831937,hypoxic,protein_coding
ENSG00000188976.10,NOC2L,927.2866439105469,0.2665604350276904,0.198551796502377,0.03542931441512337,0.2565271740836661,hypoxic,protein_coding
ENSG00000187961.13,KLHL17,26.641042227903608,-0.03213739439732745,0.1770467680335806,0.5444098304663545,0.8813510848741151,hypoxic,protein_coding
ENSG00000187583.10,PLEKHN1,20.11681166818518,0.08370461706973194,0.20448602891862952,0.07099925941865068,0.376253926697203,hypoxic,protein_coding
ENSG00000188290.10,HES4,86.90432086553999,0.05283279601593594,0.17994203106886442,0.39390196297788715,0.8018461644098068,hypoxic,protein_coding
ENSG00000187608.8,ISG15,260.21285022369767,-0.013578943266592515,0.1550950482150231,0.8635494800576017,0.976690564871717,hypoxic,protein_coding
ENSG00000188157.14,AGRN,1612.0357016149153,0.0420579479346652,0.13395812586300593,0.7449903809280782,0.9512086655791744,hypoxic,protein_coding
ENSG00000237330.2,RNF223,325.51563528229053,0.01415186354669209,0.1522285938120584,0.8530723217450924,0.9743645147757467,hypoxic,protein_coding
ENSG00000131591.17,C1orf159,54.768993757671915,-0.03439714661049177,0.17260610990083272,0.5968869397254475,0.9020451101931153,hypoxic,protein_coding
ENSG00000186891.13,TNFRSF18,55.0026167359503,0.032975335523767066,0.17031878906681952,0.6243853803584267,0.9124614026406027,hypoxic,protein_coding
ENSG00000078808.16,SDF4,891.0615157328314,-0.1064061797343137,0.12543078040402364,0.26243026830156607,0.6895900438477137,hypoxic,protein_coding
ENSG00000176022.4,B3GALT6,85.92793868426,0.05285226389749027,0.1723637015363795,0.47210397026952033,0.8476729990960212,hypoxic,protein_coding
ENSG00000160087.20,UBE2J2,295.8302602986887,-0.45690944906307024,0.20324499655184866,0.0023556594681619237,0.04499558713862758,hypoxic,protein_coding
ENSG00000131584.18,ACAP3,103.72963350636957,-0.04382065676290287,0.1658281867488586,0.5743412219167108,0.8930473084232,hypoxic,protein_coding
ENSG00000169972.11,PUSL1,174.44856713318256,0.0019552544631954417,0.15234600132397438,0.9806018454356932,0.9981918040441603,hypoxic,protein_coding
ENSG00000127054.20,INTS11,325.677244468266,0.3850713211193305,0.20273362489796687,0.006561940448768946,0.09195201896098208,hypoxic,protein_coding
ENSG00000224051.6,CPTP,93.08393642647025,0.04360939386793215,0.16614617573683102,0.5705373321093988,0.8917339972794941,hypoxic,protein_coding
ENSG00000107404.19,DVL1,185.3562707132498,0.013026222593443413,0.15429065289985325,0.8671022673738027,0.9769893216673319,hypoxic,protein_coding
ENSG00000175756.13,AURKAIP1,1027.247694048012,-0.16449469815894163,0.12469306392426759,0.09025378295517726,0.425071193861208,hypoxic,protein_coding
ENSG00000221978.11,CCNL2,174.60036665824137,-0.014687892301590113,0.1406648272690628,0.870296749115095,0.9778177043075588,hypoxic,protein_coding
ENSG00000242485.5,MRPL20,543.8990084074572,-0.1684436213245686,0.15271416565785043,0.11080272432211356,0.46842888154861023,hypoxic,protein_coding
ENSG00000179403.11,VWA1,98.4629992850822,0.04113080481113361,0.16357544143738392,0.5906206134274581,0.8992635885409639,hypoxic,protein_coding
ENSG00000215915.9,ATAD3C,4.607548382141698,0.0026471314463528063,0.1805016982138562,0.9075215792527953,0.9868039410202009,hypoxic,protein_coding
ENSG00000160072.19,ATAD3B,160.21896832828727,0.20014802021218012,0.22317396375911655,0.08113127832568547,0.4020697954829321,hypoxic,protein_coding
ENSG00000197785.13,ATAD3A,422.4400397995039,0.010641354255593602,0.12300054291844409,0.9328323502922067,0.9902790449645393,hypoxic,protein_coding
ENSG00000160075.11,SSU72,641.5655700931045,-0.1593442471483298,0.14228701512835623,0.1200102783624533,0.48562785033151074,hypoxic,protein_coding
ENSG00000228594.3,FNDC10,82.71774720360806,0.0031736320754241158,0.1725174875883372,0.9522060219979317,0.9934601339907817,hypoxic,protein_coding
ENSG00000197530.12,MIB2,44.656927895037285,-0.036933350959697714,0.1803817330493895,0.44566940239364966,0.8315376648196482,hypoxic,protein_coding
ENSG00000248333.8,CDK11B,409.1453647514676,0.05174928643922399,0.13673030495644384,0.574704985346318,0.8931823645372097,hypoxic,protein_coding
ENSG00000189339.11,SLC35E2B,132.72534880822775,0.031696358624741766,0.1623890733918466,0.6822329074364235,0.9314222957775977,hypoxic,protein_coding
ENSG00000008128.22,CDK11A,69.89820118979829,0.1152036047592062,0.231940173726554,0.022217380478467497,0.19702319676895208,hypoxic,protein_coding
ENSG00000215790.6,SLC35E2,45.72231879327447,0.09103988069795126,0.20538559530643624,0.10742494564172256,0.4607535567992338,hypoxic,protein_coding
ENSG00000008130.15,NADK,258.7557288324299,-0.2476215127854998,0.20593542738149417,0.04728520974370869,0.30392292779121577,hypoxic,protein_coding
ENSG00000078369.17,GNB1,1038.0151495064115,-0.5959829706509945,0.1199795875945767,6.213291566170628e-8,1.1221894934233729e-5,hypoxic,protein_coding
