gene_id,symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000187634.11,SAMD11,119.46916489139424,0.019540693104243938,0.14131792638993385,0.7212034077566631,0.9218606605220793
ENSG00000188976.10,NOC2L,1348.9234897196054,0.012907043685965484,0.12244756950870021,0.9491548713656957,0.9863402935469497
ENSG00000187961.13,KLHL17,28.82629609437673,0.003965226498310819,0.14606450909308455,0.921533687586461,0.9796294614041549
ENSG00000187583.10,PLEKHN1,20.12394807888996,0.05005568466041655,0.1596117696943187,0.1764644441948174,0.5649872889946892
ENSG00000188290.10,HES4,82.920313185155507,0.01804683436032715,0.14665182772215668,0.6817611941031023,0.9040282579631852
ENSG00000187608.8,ISG15,297.35081405847046,-0.09490990583262184,0.15198708382656015,0.23187185995616114,0.6300364138445574
ENSG00000188157.14,AGRN,1859.2802364957795,0.09164217799450768,0.15173799054875942,0.24099744991175953,0.6384115813863409
ENSG00000237330.2,RNF223,361.9473079972593,0.15009670429023922,0.17183880432092447,0.08736964345570976,0.41455535563768414
ENSG00000131591.17,C1orf159,55.64503665269418,0.0038213182706172714,0.1436861652698179,0.933956710419023,0.9819768334085569
ENSG00000186891.13,TNFRSF18,61.219846278165484,0.02680541664310083,0.14188995900475512,0.6400788328739933,0.890171047567195
ENSG00000078808.16,SDF4,933.0280424463848,-0.054914344817406625,0.11861166183541787,0.47944827034022175,0.8104131026162997
ENSG00000176022.4,B3GALT6,100.3669006640035,0.03326218743821474,0.14558097015831883,0.5594599481818923,0.8577304647643058
ENSG00000160087.20,UBE2J2,356.43016207605245,-0.28193876505217796,0.17339981901931817,0.013609533194880844,0.15196441336126545
ENSG00000131584.18,ACAP3,128.51028603805966,-0.01813777644516429,0.14099206038013315,0.7411476934797906,0.926832912041849
ENSG00000169972.11,PUSL1,179.4908019258155,0.02569077018597981,0.13711979693218307,0.6852117585858892,0.9052411623203004
ENSG00000127054.20,INTS11,371.0756467787177,0.2311897238745182,0.18402866755944125,0.034710213299287904,0.2569733620715675
ENSG00000224051.6,CPTP,98.78563801836185,-0.05448261779557154,0.15044462711199055,0.35689890449563344,0.7311685952067032
ENSG00000107404.19,DVL1,230.40883456023093,0.03636978576469973,0.1411713187982933,0.5558363160182193,0.8548784582778561
ENSG00000175756.13,AURKAIP1,1080.2822548925535,-0.03306973163366449,0.11296350962387185,0.665644244757539,0.8986004060475036
ENSG00000221978.11,CCNL2,174.31342752808033,0.01606382363844334,0.1298125271467847,0.8164359948943104,0.9529019668851231
ENSG00000242485.5,MRPL20,506.89403425725567,-0.018702145708072014,0.12466533745553415,0.7967841114102046,0.9471891806429142
ENSG00000179403.11,VWA1,95.21587960431039,0.03342001436778628,0.14410146900619547,0.5473931599418664,0.8505831228281454
ENSG00000160072.19,ATAD3B,180.59969529959847,0.025063472513278836,0.1314179013077374,0.7195407846645911,0.9213004324389258
ENSG00000197785.13,ATAD3A,467.02484533594526,-0.0028050885670839187,0.12405859126634672,0.9692697462431952,0.9920850858407627
ENSG00000160075.11,SSU72,754.0928038490291,0.04412298986950304,0.1107120826898184,0.5878080685797922,0.8691667588677202
ENSG00000228594.3,FNDC10,101.16522450870325,-0.029597365353358968,0.15172299979438825,0.4267358066820999,0.780749046788645
ENSG00000197530.12,MIB2,57.02846442414963,-0.04662806944762167,0.15350039462717127,0.33769417045556516,0.7186888006677337
ENSG00000248333.8,CDK11B,506.7188469536702,-0.07044606400995622,0.1477296020570501,0.3230924822303653,0.7079102791535904
ENSG00000189339.11,SLC35E2B,166.88620583853665,0.012087873299374555,0.1328138655101453,0.8505494074545012,0.9596724549779987
ENSG00000008128.22,CDK11A,86.62386684394295,-0.007252860233676966,0.1505080896566797,0.7735737890315264,0.9397713327284842
ENSG00000215790.6,SLC35E2,49.88842268326682,0.06293699199629064,0.15832590393866666,0.2532487640326589,0.6523244121142321
ENSG00000008130.15,NADK,318.6649428830652,0.03666515903666805,0.12164872165976147,0.6094488799485861,0.8783369681596559
ENSG00000078369.17,GNB1,1212.0217804426086,-0.3778528856076728,0.13303368528352436,4.8437420214369743e-4,0.017778214012435078
ENSG00000178821.12,TMEM52,13.6481395456153,-0.028883132132674835,0.1531671711943924,0.34642057918315683,0.7234624879804649
ENSG00000067606.16,PRKCZ,152.955392318312,0.05522214702164616,0.14081421437576694,0.4243283456302339,0.7790095295234595
ENSG00000162585.16,FAAP20,77.3481601242917,0.04463808951439399,0.14722773675863488,0.43904808175496685,0.7879568766341261
ENSG00000157933.9,SKI,215.15315457640327,-0.017241696952872726,0.12728868592079975,0.7918794449724954,0.9456550695119557
ENSG00000116151.13,MORN1,69.70894723354706,0.05230119436988259,0.1486560193278525,0.39052962132393687,0.755664750391486
ENSG00000157916.19,RER1,471.7630302505124,-0.13080715139615198,0.12716947375043228,0.14322653920012382,0.5219161565072589
ENSG00000157911.9,PEX10,115.54360753626567,-0.05752291316235873,0.14720995090076755,0.37242086933886787,0.7438575166786886
ENSG00000157881.13,PANK4,110.11573450571775,0.11888121019374397,0.18593948626336834,0.11618816567073999,0.47272440531892534
ENSG00000157870.14,FAM213B,114.29602620315238,0.005406786281683323,0.13852564542587711,0.9274799458377828,0.9804010996431441
ENSG00000142611.16,PRDM16,72.20854648861892,0.09702236566188498,0.17426813323489518,0.14751196473602088,0.5300499412302665
ENSG00000130762.14,ARHGEF16,205.06364873620808,0.1282971293324198,0.17300087916076723,0.13393111795808152,0.5062665878629884
ENSG00000162591.15,MEGF6,30.015955379647124,0.012059584429526569,0.14771105708470675,0.7527170219641629,0.9321833475841443
ENSG00000158109.14,TPRG1L,252.59922382211832,0.06055203514591379,0.13013509679794083,0.4312062939412511,0.7835117247407379
ENSG00000116213.15,WRAP73,158.38677005960804,0.3266336078474933,0.33018682116218967,0.01802238725390233,0.17839346596636857
ENSG00000078900.14,TP73,56.773185837066215,0.00862412576932959,0.14003150697163252,0.8488845925834476,0.9592759006931315
ENSG00000130764.9,LRRC47,456.25230308155074,0.1019682101847502,0.13001315743072722,0.22394646779023036,0.6209764425022236
ENSG00000116198.12,CEP104,208.36953017962344,-0.15632117090391726,0.2124516067332245,0.07472976203852424,0.3837073174396423
ENSG00000169598.15,DFFB,45.12601905574011,-0.0046934569675508575,0.14283309663750074,0.9264532015507224,0.9802021460437078
ENSG00000198912.10,C1orf174,191.6997238168566,0.269637279317624,0.22812263370249786,0.02227477522159144,0.19997454452408672
ENSG00000196581.10,AJAP1,14.575957275375728,0.04224001662236564,0.1575954409098012,0.17977657406843955,0.569904806362642
ENSG00000131697.17,NPHP4,81.91139469596796,-0.02302033321745032,0.1418759317216853,0.684440374020189,0.9051447774181517
ENSG00000069424.14,KCNAB2,66.5110176363825,-0.025410857034284588,0.14312513934295662,0.6427786230539654,0.8922480293118387
ENSG00000116254.17,CHD5,122.24021477561656,-0.08936081187365548,0.1585409473410835,0.22403297642600803,0.6210679559334817
ENSG00000116251.9,RPL22,23229.796808025698,-0.002743583798872694,0.12124776456233982,0.9497181184878796,0.9863402935469497
ENSG00000158286.12,RNF207,21.43852310270869,0.05065954464159621,0.15998589039763608,0.16863348496283617,0.5552336403872913
ENSG00000116237.15,ICMT,647.0303989724301,0.15388548914064953,0.14922375966040025,0.09682277958287823,0.4347680423902611
ENSG00000158292.6,GPR153,81.17941456580706,0.47667734017843794,0.6146938488919856,0.009377960881137593,0.12259839871015268
ENSG00000097021.19,ACOT7,796.0916403387192,0.10459921197740733,0.14097306793602682,0.21488250556781666,0.6105391824863362
ENSG00000069812.11,HES2,16.261982029217425,0.007390269917919562,0.15076819945124267,0.7520986166743399,0.9315166494577332
ENSG00000187017.15,ESPN,54.05288558284002,0.020796948660724887,0.14580714867971667,0.6627773543574631,0.8976628845659166
ENSG00000171680.21,PLEKHG5,47.1985816901346,-0.02217963721986157,0.14601266707552665,0.6401427722384805,0.890171047567195
ENSG00000162408.10,NOL9,389.487573606672,0.11076003787321348,0.13045655685006566,0.19484910133507166,0.5895407493368277
ENSG00000204859.12,ZBTB48,57.09953230392421,0.10985621196121609,0.18623883698243807,0.11043463216620553,0.46436824909786817
ENSG00000162413.16,KLHL21,116.89325887843053,0.0832199658890685,0.15613282769234083,0.24493323927319113,0.6435858714868065
ENSG00000116273.5,PHF13,222.90381364130803,-0.06338120679269864,0.12997144041813583,0.41853439472459936,0.7759158194105662
ENSG00000041988.15,THAP3,52.34138597016457,0.4860838270975843,0.5252366395512419,0.009287943794091391,0.12190033294832092
ENSG00000007923.15,DNAJC11,639.8954626647397,0.24812075386216023,0.1439602414714911,0.015696451002004397,0.16639610872572644
ENSG00000171735.18,CAMTA1,418.7215357520027,0.05435446993426106,0.1343780304913922,0.46947972762574647,0.8053429101787618
ENSG00000049245.12,VAMP3,636.416424647893,-0.0842083239812492,0.11727947073149582,0.3006205641286959,0.6933043139023543
ENSG00000049246.14,PER3,67.79507939310768,-0.028942900669573147,0.1415870596457833,0.6222807154248386,0.8827867790316103
ENSG00000116288.12,PARK7,2676.253257415948,-0.16448349089407838,0.14872126624923887,0.07909395550232852,0.39176593114925173
ENSG00000116285.12,ERRFI1,788.4519862278879,-0.015052242116827952,0.10781655851131242,0.8389384827360621,0.9574936090963422
ENSG00000142599.17,RERE,321.7754353504857,0.03820216643840444,0.12029172556573142,0.6747637027885957,0.9016740188291387
ENSG00000074800.13,ENO1,12184.026174992316,-0.026021611473975186,0.10332326520824595,0.7373723217920412,0.9266905234620519
ENSG00000180758.11,GPR157,148.03131682384034,-0.003724364857400239,0.13437742033182487,0.944322228131954,0.9850289731634656
ENSG00000049239.12,H6PD,121.25314472628276,0.07373086579343023,0.15613833461286653,0.26260381406635047,0.6597629479719758
ENSG00000171621.13,SPSB1,109.97481527496394,0.012238462520357589,0.136252208001679,0.8479842584464906,0.9588237946574264
ENSG00000171612.6,SLC25A33,92.23868211335463,0.02128953709123059,0.14074110338547235,0.7120415516859555,0.9169330112031694
